No,Date,Month,Ticket number,W/O number,Category,Discirption,Location,Teams,Amount,Released Date,Days Taken,W/O Status,
1108,4-Dec-25,,CT-03036,WO/48788,Plumbing,REDACTED,REDACTED,T1 Plumbing,$181.50 ,4-Dec-25,,Closed,
1109,4-Dec-25,,CT-03033,WO/48784,Plumbing,REDACTED,REDACTED,T1 Plumbing,$118.00 ,4-Dec-25,,Closed,
1110,4-Dec-25,,CT-03029,WO/48778,Plumbing,REDACTED,REDACTED,T1 Plumbing,$112.00 ,4-Dec-25,,Approved,
1111,4-Dec-25,,CT-03031,WO/48781,Plumbing,REDACTED,REDACTED,T1 Plumbing,$260.85 ,4-Dec-25,,Closed,
1112,4-Dec-25,,CT-03032,WO/48783,Plumbing,REDACTED,REDACTED,T1 Plumbing,$355.45 ,4-Dec-25,,Closed,
1113,4-Dec-25,,CT-03024,WO/48797,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$280.20 ,4-Dec-25,,Closed,
1114,4-Dec-25,,CT-03027,WO/48791,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$292.20 ,4-Dec-25,,Closed,
1115,4-Dec-25,,IM-1-12694276973 ,"WO/48802",Plumbing,REDACTED,REDACTED,T1 Plumbing,$720.00 ,4-Dec-25,,Closed,
1116,5-Dec-25,,IM-1-12667852199,WO/48805,Carpentry RF,REDACTED,REDACTED,Team 2 ,$45.00 ,7-Dec-25,,Closed,
1117,6-Dec-25,,RFS-1-12690590861,WO/48807,Welding & Painting,REDACTED,REDACTED,Welding,$190.00 ,,,Pending Approval,
1118,6-Dec-25,,IM-1-12692298410,WO/48808,Welding & Painting,REDACTED,REDACTED,Welding,"$1,333.40 ",7-Dec-25,,Closed,
1119,6-Dec-25,,RFS-1-12695463119,WO/48810,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$343.50 ,7-Dec-25,,Approved,
1120,6-Dec-25,,RFS-1-12695463125,WO/48809,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$339.00 ,7-Dec-25,,Approved,
1121,6-Dec-25,,RFS-1-12695272649,WO/48812,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,"$1,010.10 ",7-Dec-25,,Closed,
1122,6-Dec-25,,RFS-1-12694565694,WO/48815,Plumbing,REDACTED,REDACTED,T1 Plumbing,"$1,640.15 ",7-Dec-25,,Closed,
1123,7-Dec-25,,RFS-1-12666556335,WO/48824,Welding & Painting,REDACTED,REDACTED,Welding,$369.40 ,9-Dec-25,,Closed,
1124,7-Dec-25,,IM-1-12692900442,WO/48822,Plumbing,REDACTED,REDACTED,T1 Plumbing,$228.16 ,9-Dec-25,,Closed,
1125,7-Dec-25,,CT-03047,WO/48826,Plumbing,REDACTED,REDACTED,T1 Plumbing,"$2,107.20 ",9-Dec-25,,Closed,
1126,7-Dec-25,,RFS-1-1269550351,WO/48828,Carpentry RF,REDACTED,REDACTED,Team 4,$300.00 ,9-Dec-25,,Approved,
1127,7-Dec-25,,IM-1-12692708311,WO/48829,Carpentry RF,REDACTED,REDACTED,Team 3,$312.00 ,9-Dec-25,,Closed,
1128,7-Dec-25,,IM-1-12692899611,WO/48830,Plumbing,REDACTED,REDACTED,T1 Carpentry,$331.90 ,9-Dec-25,,Closed,
1129,7-Dec-25,,IM-1-12684479935,WO/48831,Plumbing,REDACTED,REDACTED,Team 3,$260.00 ,9-Dec-25,,Closed,
1130,7-Dec-25,,RFS-1-12695273112,WO/48835,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$138.39 ,9-Dec-25,,Closed,
1131,7-Dec-25,,RFS-1-12695463377,WO/48836,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$126.84 ,9-Dec-25,,Closed,
1132,8-Dec-25,,RFS-1-12645519381,WO/48848,Carpentry FF,REDACTED,REDACTED,Welding,$473.60 ,30-Dec-25,,Closed,
1133,8-Dec-25,,RFS-1-12696509252,WO/48850,Plumbing,REDACTED,REDACTED,T1 Plumbing,$330.00 ,9-Dec-25,,Closed,
1134,8-Dec-25,,RFS-1-12698203402,WO/48845,Welding & Painting,REDACTED,REDACTED,Welding,"$1,500.00 ",14-Dec-25,,Approved,
1135,8-Dec-25,,IM-1-12693042497,WO/48792,Plumbing,REDACTED,REDACTED,T1 Plumbing,,7-Dec-25,,Closed,
1136,8-Dec-25,,RFS-1-12694129873,WO/48858,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$100.84 ,9-Dec-25,,Closed,
1137,8-Dec-25,,RFS-1-12698212797,WO/48857,Plumbing,REDACTED,REDACTED,T1 Plumbing,$263.00 ,9-Dec-25,,Closed,
1138,8-Dec-25,,RFS-1-12698212873,WO/48859,Plumbing,REDACTED,REDACTED,T1 Plumbing,$279.50 ,9-Dec-25,,Closed,
1139,8-Dec-25,,CT-03050,WO/48844,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,"$1,920.90 ",9-Dec-25,,Closed,
1140,8-Dec-25,,RFS-1-12698877250,WO/48861,Plumbing,REDACTED,REDACTED,T1 Plumbing,$126.50 ,9-Dec-25,,Closed,
1141,8-Dec-25,,CT-03015,WO/48847,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$77.30 ,9-Dec-25,,Approved,
1142,8-Dec-25,,RFS-1-12699186938,WO/48860,Welding & Painting,REDACTED,REDACTED,T1 Painting,"$1,960.80 ",9-Dec-25,,Closed,
1143,9-Dec-25,,IM-1-12692899638,WO/48870,Plumbing,REDACTED,REDACTED,Team 4,$322.00 ,10-Dec-25,,Closed,
1144,9-Dec-25,,RFS-1-12699088495,WO/48872,Plumbing,REDACTED,REDACTED,Team 4,$546.00 ,11-Dec-25,,Closed,
1145,9-Dec-25,,IM-1-12698217503,WO/48873,Plumbing,REDACTED,REDACTED,Team 4,$159.00 ,10-Dec-25,,Closed,
1146,9-Dec-25,,IM-1-12698217529,WO/48874,Plumbing,REDACTED,REDACTED,Team 4,$30.00 ,10-Dec-25,,Closed,
1147,9-Dec-25,,IM-1-12700002012,WO/48877,Plumbing,REDACTED,REDACTED,T1 Plumbing,$259.50 ,10-Dec-25,,Closed,
1148,9-Dec-25,,IM-1-12694129634,WO/48854,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$65.64 ,9-Dec-25,,Closed,
1149,9-Dec-25,,CT-03054,WO/48868,Plumbing,REDACTED,REDACTED,Team 3,$538.78 ,9-Dec-25,,Closed,
1150,9-Dec-25,,CT-03026,WO/48843,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$226.56 ,9-Dec-25,,Closed,
1151,10-Dec-25,,IM-1-12700194865,WO/48884,Plumbing,REDACTED,REDACTED,T1 Plumbing,$259.50 ,14-Dec-25,,Closed,
1152,10-Dec-25,,RFS-1-12700002455,WO/48887,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$114.65 ,14-Dec-25,,Closed,
1153,10-Dec-25,,12698877250,WO/48890,Plumbing,REDACTED,REDACTED,T1 Plumbing,$631.00 ,10-Dec-25,,Closed,
1154,11-Dec-25,,IM-1-12700243933,WO/48903,Plumbing,REDACTED,REDACTED,T1 Plumbing,$301.50 ,14-Dec-25,,Closed,
1155,11-Dec-25,,RFS-1-12702181731,WO/48902,Plumbing,REDACTED,REDACTED,T1 Plumbing,$261.25 ,11-Dec-25,,Closed,
1156,11-Dec-25,,IM-1-12692525168,WO/48898,Carpentry RF,REDACTED,REDACTED,Team 4,$336.00 ,11-Dec-25,,Approved,
1157,11-Dec-25,,IM-1-12697499169,WO/48894,Carpentry FF,REDACTED,REDACTED,Team 4,$28.80 ,11-Dec-25,,Closed,
1158,11-Dec-25,,IM-12697297264,WO/48901,Carpentry RF,REDACTED,REDACTED,Team 4,$336.00 ,11-Dec-25,,Approved,
1159,11-Dec-25,,IM-1-12697498654,WO/48899,Carpentry FF,REDACTED,REDACTED,Team 4,$100.00 ,14-Dec-25,,Closed,
1160,11-Dec-25,,RFS-1-12702181772,WO/48911,Welding & Painting,REDACTED,REDACTED,T1 Painting,$456.00 ,14-Dec-25,,Closed,
1161,11-Dec-25,,IM-1-12466275854,WO/48913,Masonry,REDACTED,REDACTED,T1 Masonry,"$1,338.00 ",,,Rejected,
1162,11-Dec-25,,IM-1-12692524519,WO/48896,Carpentry RF,REDACTED,REDACTED,Team 4,$374.40 ,11-Dec-25,,Approved,
1163,11-Dec-25,,RFS-1-12700672647,WO/48914,Welding & Painting,REDACTED,REDACTED,T1 Painting,$315.40 ,14-Dec-25,,Approved,
1164,11-Dec-25,,CT-03025,WO/48906,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$166.92 ,11-Dec-25,,Rejected,
1165,13-Dec-25,,RFS-1-12702417454,WO/48915,Welding & Painting,REDACTED,REDACTED,Team 3,"$1,183.80 ",14-Dec-25,,Closed,
1166,13-Dec-25,,IM-1-12699419811,WO/48937,Masonry,REDACTED,REDACTED,Team 4,$948.70 ,14-Dec-25,,Closed,
1167,13-Dec-25,,RFS-1-1268650822,WO/48944,Carpentry FF,REDACTED,REDACTED,Team 4,$96.00 ,14-Dec-25,,Closed,
1168,13-Dec-25,,RFS-1-12697498867,WO/48942,Masonry,REDACTED,REDACTED,Team 4,"$1,153.80 ",,,Rejected,
1169,13-Dec-25,,RFS-1-12700672564,WO/48941,Masonry,REDACTED,REDACTED,Team 4,$142.50 ,14-Dec-25,,Closed,
1170,13-Dec-25,,IM-1-12704213905,WO/48922,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$160.00 ,14-Dec-25,,Closed,
1171,13-Dec-25,,RFS-1-12700195413,WO/48932,Plumbing,REDACTED,REDACTED,Team 3,$119.90 ,14-Dec-25,,Closed,
1172,13-Dec-25,,IM-1-12697297440,WO/48952,Plumbing,REDACTED,REDACTED,Team 2 ,$453.50 ,14-Dec-25,,Closed,
1173,13-Dec-25,,RFS-1-12706022029,WO/48951,Plumbing,REDACTED,REDACTED,Team 3,$720.50 ,14-Dec-25,,Closed,
1174,14-Dec-25,,RFS-1-12706021850,WO/48974,Plumbing,REDACTED,REDACTED,T1 Plumbing,$279.50 ,15-Dec-25,,Closed,
1175,14-Dec-25,,RFS-1-12688863260,WO/48967,Welding & Painting,REDACTED,REDACTED,Welding,$104.40 ,15-Dec-25,,Closed,
1176,14-Dec-25,,RFS-1-12704130657,WO/48966,Welding & Painting,REDACTED,REDACTED,T1 Painting,$98.20 ,15-Dec-25,,Approved,
1177,14-Dec-25,,RFS-1-12703841311,WO/48962,Welding & Painting,REDACTED,REDACTED,Welding,$79.00 ,15-Dec-25,,Closed,
1178,14-Dec-25,,RFS-12703733121,WO/48959,Carpentry RF,REDACTED,REDACTED,Team 3,"$2,356.00 ",15-Dec-25,,Closed,
1179,14-Dec-25,,IM-1-12700111941,WO/48957,Carpentry RF,REDACTED,REDACTED,Team 3,$360.00 ,15-Dec-25,,Approved,
1180,14-Dec-25,,1M-1-12673943492,WO/48955,Carpentry RF,REDACTED,REDACTED,Team 3,$408.00 ,15-Dec-25,,Closed,
1181,15-Dec-25,,IM-1-12707202176,WO/48993,Plumbing,REDACTED,REDACTED,T1 Plumbing,$286.00 ,15-Dec-25,,Closed,
1182,15-Dec-25,,RFS-1-12702172326,WO/48964,Welding & Painting,REDACTED,REDACTED,Welding,$42.00 ,4-Jan-26,,Closed,
1183,15-Dec-25,,IM-1-12704687194,"WO/48996",Plumbing,REDACTED,REDACTED,T1 Plumbing,$356.16 ,,,Approved,
1184,15-Dec-25,,CT-03072,WO/48995,Plumbing,REDACTED,REDACTED,T1 Plumbing,$203.05 ,15-Dec-25,,Closed,
1185,15-Dec-25,,IM-1-12704687194 ," WO/48987",Masonry,REDACTED,REDACTED,Team 2 ,$135.36 ,15-Dec-25,,Approved,
1186,15-Dec-25,,RFS-1-12698876817,WO/48994,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$168.48 ,16-Dec-25,,Closed,
1187,15-Dec-25,,RFS-1-12702182255,"WO/48986",Plumbing,REDACTED,REDACTED,Team 2 ,$212.16 ,15-Dec-25,,Closed,
1188,15-Dec-25,, IM-1-12700002390 ,"WO/48985",Plumbing,REDACTED,REDACTED,Team 2 ,$129.50 ,15-Dec-25,,Closed,
1189,15-Dec-25,, IM-1-12690252631,WO/48983,Carpentry RF,REDACTED,REDACTED,Team 2 ,$374.40 ,15-Dec-25,,Closed,
1190,15-Dec-25,,RFS-1-12695503577,WO/49000,Welding & Painting,REDACTED,REDACTED,Team 3,$418.50 ,,,Rejected,
1191,15-Dec-25,,CT-03048,WO/48998,Carpentry RF,REDACTED,REDACTED,Team 3,$302.74 ,15-Dec-25,,Closed,
1192,15-Dec-25,,CT-02904,WO/48997,Welding & Painting,REDACTED,REDACTED,Team 3,$473.20 ,15-Dec-25,,Closed,
1193,15-Dec-25,,IM-1-12705119038,WO/49004,Masonry,REDACTED,REDACTED,T1 Masonry,$459.40 ,21-Dec-25,,Closed,
1194,15-Dec-25,,RFS-1-12706102018,WO/49005,Masonry,REDACTED,REDACTED,T1 Masonry,$310.00 ,21-Dec-25,,Closed,
1195,15-Dec-25,,IM-1-12700243713,WO/49006,Masonry,REDACTED,REDACTED,T1 Masonry,$123.50 ,21-Dec-25,,Approved,
1196,16-Dec-25,,CT-03078,WO/49029,Plumbing,REDACTED,REDACTED,T1 Plumbing,$880.91 ,16-Dec-25,,Closed,
1197,16-Dec-25,,CT-03075,WO/49001,Plumbing,REDACTED,REDACTED,Team 2 ,$123.00 ,17-Dec-25,,Closed,
1198,17-Dec-25,,IM-1-12704923919,WO/49033,Plumbing,REDACTED,REDACTED,T1 Plumbing,$757.80 ,21-Dec-25,,Closed,
1199,17-Dec-25,,RFS-1-12707485598,WO/49031,Welding & Painting,REDACTED,REDACTED,T1 Painting,$950.30 ,21-Dec-25,,Closed,
1200,17-Dec-25,,RFS-1-12702520520,WO/49032,Welding & Painting,REDACTED,REDACTED,Welding,"$1,563.40 ",17-Mar-26,,Approved,
1201,17-Dec-25,,RFS-1-12703841367,WO/49039,Plumbing,REDACTED,REDACTED,Team 4,$358.00 ,21-Dec-25,,Closed,
1202,17-Dec-25,,CT-03080,WO/49041,Plumbing,REDACTED,REDACTED,Team 4,$91.10 ,8-Jan-26,,Closed,
1203,17-Dec-25,,IM-1-12707322074,WO/49044,Plumbing,REDACTED,REDACTED,T1 Plumbing,$279.00 ,21-Dec-25,,Closed,
1204,17-Dec-25,,CT-03081,WO/49037,Plumbing,REDACTED,REDACTED,Team 4,$422.56 ,17-Dec-25,,Closed,
1205,17-Dec-25,,CT-03082,WO/49040,Plumbing,REDACTED,REDACTED,Team 4,$279.00 ,21-Dec-25,,Closed,
1206,17-Dec-25,,CT-03028,WO/49043,Welding & Painting,REDACTED,REDACTED,Team 3,$558.60 ,21-Dec-25,,Approved,
1207,17-Dec-25,,CT-03089,WO/49055,Plumbing,REDACTED,REDACTED,T1 Plumbing,$533.00 ,17-Dec-25,,Closed,
1208,17-Dec-25,,CT-03067,WO/49034,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$176.00 ,21-Dec-25,,Closed,
1209,17-Dec-25,,RFS-1-12685317821,WO/49042,Masonry,REDACTED,REDACTED,T1 Masonry,$283.50 ,24-Dec-25,,Closed,
1210,17-Dec-25,,CT-03085,WO/49050,Plumbing,REDACTED,REDACTED,Team 2 ,"$1,077.56 ",17-Dec-25,,Closed,
1211,18-Dec-25,,RFS-1-12642404479,WO/49062,Plumbing,REDACTED,REDACTED,T1 Masonry,$196.00 ,21-Dec-25,,Closed,
1212,18-Dec-25,,RFS-1-12706021870,WO/49060,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$83.64 ,21-Dec-25,,Closed,
1213,18-Dec-25,,IM-1-1271049780,WO/49067,Plumbing,REDACTED,REDACTED,T1 Plumbing,$176.16 ,21-Dec-25,,Closed,
1214,18-Dec-25,,IM-1-12706728096,WO/49068,Plumbing,REDACTED,REDACTED,T1 Plumbing,$313.98 ,8-Jan-26,,Closed,
1215,18-Dec-25,,IM-1-12708704736,WO/49071,Plumbing,REDACTED,REDACTED,Team 4,$83.00 ,21-Dec-25,,Closed,
1216,18-Dec-25,,IM-1-12697498800,WO/49070,Carpentry FF,REDACTED,REDACTED,Team 4,$174.40 ,,,Rejected,
1217,18-Dec-25,,CT-03096 ,WO/49072,Plumbing,REDACTED,REDACTED,T1 Plumbing,$264.00 ,4-Jan-26,,Closed,
1218,18-Dec-25,,CT-03095,WO/49069,Welding & Painting,REDACTED,REDACTED,T1 Painting,"$1,345.30 ",6-Jan-26,,Closed,
1219,20-Dec-25,,IM-1-12712821208,WO/49077,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$49.65 ,21-Dec-25,,Approved,
1220,20-Dec-25,,RFS-1-12706102071,WO/49076,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$360.00 ,24-Dec-25,,Approved,
1221,20-Dec-25,,RFS-1-12708815548,WO/49078,Plumbing,REDACTED,REDACTED,Team 4,$215.00 ,21-Dec-25,,Closed,
1222,20-Dec-25,,IM-1-12702777935,WO/49079,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$96.00 ,21-Dec-25,,Closed,
1223,20-Dec-25,,IM-1-12712966253,WO/49087,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$279.50 ,30-Dec-25,,Closed,
1224,20-Dec-25,,IM-1-12713094924,WO/49081,Plumbing,REDACTED,REDACTED,T1 Plumbing,$763.33 ,24-Dec-25,,Closed,
1225,20-Dec-25,,CT-03097,WO/49086,Plumbing,REDACTED,REDACTED,Team 2 ,$149.56 ,22-Dec-25,,Closed,
1226,21-Dec-25,,CT-03070,WO/48992,Plumbing,REDACTED,REDACTED,T1 Plumbing,$411.00 ,12/21/2025,,Closed,
1227,21-Dec-25,,IM-1-12711480324,WO/49088,Plumbing,REDACTED,REDACTED,T1 Plumbing,"$2,634.00 ",21-Dec-25,,Closed,
1228,21-Dec-25,,CT-03099,WO/49085,Plumbing,REDACTED,REDACTED,T1 Plumbing,$123.00 ,21-Dec-25,,Closed,
1229,21-Dec-25,,RFS-1-12710685049,WO/49096,Welding & Painting,REDACTED,REDACTED,T1 Painting,$85.80 ,,,Rejected,
1230,21-Dec-25,,CT-03105,WO/49097,Welding & Painting,REDACTED,REDACTED,T1 Carpentry,"$1,729.30 ",24-Dec-25,,Approved,
1231,22-Dec-25,,RFS-1-12711368789,WO/49109,Plumbing,REDACTED,REDACTED,T1 Plumbing,$291.00 ,8-Jan-26,,Closed,
1232,22-Dec-25,,IM-1-12715736612,WO/49118,Plumbing,REDACTED,REDACTED,T1 Plumbing,$259.50 ,24-Dec-25,,Closed,
1233,22-Dec-25,,CT-03109,WO/49108,Plumbing,REDACTED,REDACTED,T1 Plumbing,$123.00 ,24-Dec-25,,Closed,
1234,22-Dec-25,,CT-03111,WO/49112,Plumbing,REDACTED,REDACTED,T1 Plumbing,$245.00 ,30-Dec-25,,Closed,
1235,23-Dec-25,,RFS-1-12710685049,"WO/49121",Carpentry FF,REDACTED,REDACTED,T1 Painting,$78.90 ,24-Dec-25,,Closed,
1236,23-Dec-25,,IM-1-12710158633,WO/49123,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$650.08 ,24-Dec-25,,Closed,
1237,23-Dec-25,,IM-1-12710158633,WO/49124,Plumbing,REDACTED,REDACTED,T1 Plumbing,$219.50 ,24-Dec-25,,Closed,
1238,23-Dec-25,,IM-1-12716172627,WO/49125,Plumbing,REDACTED,REDACTED,T1 Plumbing,$279.50 ,24-Dec-25,,Closed,
1239,23-Dec-25,,IM-1-12710158633 ,WO/49127,Masonry,REDACTED,REDACTED,T1 Masonry,$325.00 ,24-Dec-25,,Closed,
1240,23-Dec-25,,RFS-1-12688738962,WO/49135,Carpentry FF,REDACTED,REDACTED,Team 4,$435.00 ,24-Dec-25,,Approved,
1241,23-Dec-25,,RFS-1-12708816428,WO/49134,Carpentry RF,REDACTED,REDACTED,Team 4,"$1,625.76 ",24-Dec-25,,Approved,
1242,23-Dec-25,,IM-1-12702609975,WO/49131,Carpentry FF,REDACTED,REDACTED,Team 4,$96.00 ,24-Dec-25,,Closed,
1243,23-Dec-25,,RFS-1-12700672571,WO/49132,Carpentry FF,REDACTED,REDACTED,Team 4,$141.78 ,,,Rejected,
1244,24-Dec-25,,RFS-1-12710158903,"WO/49137",Masonry,REDACTED,REDACTED,Team 3,$198.64 ,28-Dec-25,,Closed,
1245,26-Dec-25,,IM-1-1278401208,WO/49138,Plumbing,REDACTED,REDACTED,T1 Plumbing,$282.42 ,30-Dec-25,,Approved,
1246,26-Dec-25,,CT-03120 ,WO/49139,Plumbing,REDACTED,REDACTED,T1 Plumbing,$765.05 ,30-Dec-25,,Closed,
1247,27-Dec-25,,IM-1-12716247461,WO/49143,Carpentry RF,REDACTED,REDACTED,Team 4,$768.20 ,,,Pending Approval,
1248,27-Dec-25,,IM-12715981622,WO/49140,Masonry,REDACTED,REDACTED,Team 4,$50.50 ,30-Dec-25,,Closed,
1249,27-Dec-25,,IM-1-12716692526,WO/49141,Carpentry RF,REDACTED,REDACTED,Team 4,"$2,288.10 ",30-Dec-25,,Closed,
1250,27-Dec-25,,IM-1-12715981606,WO/49142,Masonry,REDACTED,REDACTED,Team 4,$353.92 ,30-Dec-25,,Closed,
1251,27-Dec-25,,IM-1-12716247414,WO/49145,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,"$1,903.50 ",30-Dec-25,,Closed,
1252,28-Dec-25,,IM-1-12712711354,WO/49151,Carpentry RF,REDACTED,REDACTED,Team 3,"$1,056.00 ",,,Pending Approval,
1253,28-Dec-25,,IM-1-12717713297,WO/49152,Masonry,REDACTED,REDACTED,Team 4,$983.50 ,22-Feb-26,,Approved,
1254,29-Dec-25,,IM-1-12721378684,WO/49162,Plumbing,REDACTED,REDACTED,T1 Plumbing,$83.66 ,12-Jan-26,,Closed,
1255,29-Dec-25,,IM-1-12715220497,WO/49161,Plumbing,REDACTED,REDACTED,Team 4,$170.25 ,30-Dec-25,,Closed,
1256,29-Dec-25,,IM-1-12721456574,WO/49165,Welding & Painting,REDACTED,REDACTED,T1 Painting,$466.00 ,4-Jan-26,,Closed,
1257,29-Dec-25,,IM-1-12721456606,WO/49164,Welding & Painting,REDACTED,REDACTED,T1 Painting,$431.00 ,4-Jan-26,,Closed,
1258,29-Dec-25,,RFS-1-12576338381,WO/49166,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$325.50 ,29-Dec-25,,Closed,
1259,30-Dec-25,,IM-1-12721456540,WO/49174,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$263.68 ,4-Jan-26,,Closed,
1260,30-Dec-25,,IM-1-12716423807,WO/49173,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$580.00 ,1-Apr-26,,Approved,
1261,30-Dec-25,,IM-1-12715460754,WO/49177,Plumbing,REDACTED,REDACTED,T1 Plumbing,$285.10 ,4-Jan-26,,Closed,
1262,30-Dec-25,,IM-1-12721456606,WO/49172,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$134.44 ,4-Jan-26,,Closed,
1263,30-Dec-25,,12721065353,WO/49179,Masonry,REDACTED,REDACTED,T1 Masonry,$91.50 ,4-Jan-26,,Closed,
1264,30-Dec-25,,IM-1-12721995227,WO/49189,Plumbing,REDACTED,REDACTED,T1 Plumbing,$385.00 ,4-Jan-26,,Closed,
1265,30-Dec-25,,IM-1-12722193524,WO/49190,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$327.96 ,4-Jan-26,,Closed,
1266,30-Dec-25,,IM-1-12722140327,WO/49191,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$557.94 ,6-Jan-26,,Approved,
1267,30-Dec-25,,IM-1-152722193484,WO/49193,Plumbing,REDACTED,REDACTED,T1 Plumbing,$128.00 ,4-Jan-26,,Closed,
1268,31-Dec-25,,CT-03118,WO/49195,Plumbing,REDACTED,REDACTED,T1 Plumbing,$99.50 ,31-Dec-25,,Closed,
1269,31-Dec-25,,RFS-1-12700672519,WO/49203,Masonry,REDACTED,REDACTED,T1 Masonry,$171.00 ,4-Jan-26,,Closed,
1270,31-Dec-25,,RFS-1-12711317572,WO/49197,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$522.62 ,,,Pending Approval,
1271,31-Dec-25,,IM-1-12718587188,WO/49199,Plumbing,REDACTED,REDACTED,T1 Plumbing,$194.50 ,5-Jan-26,,Closed,
1272,31-Dec-25,,IM-1-12722649674,WO/49200,Plumbing,REDACTED,REDACTED,T1 Plumbing,$393.00 ,4-Jan-26,,Closed,
1273,31-Dec-25,,IM-1-12722920912,WO/49202,Plumbing,REDACTED,REDACTED,T1 Plumbing,$315.00 ,4-Jan-26,,Closed,
1274,31-Dec-25,,IM-1-12722767934,WO/49186,Plumbing,REDACTED,REDACTED,T1 Plumbing,$67.20 ,4-Jan-26,,Approved,
1275,31-Dec-25,,IM-1-12721675923,WO/49208,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$563.88 ,6-Jan-26,,Closed,
1276,31-Dec-25,,RFS-1-12688862794,WO/49207,Welding & Painting,REDACTED,REDACTED,Welding,$251.50 ,5-Jan-26,,Closed,
1277,31-Dec-25,,IM-1-12723653470,WO/49209,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$218.52 ,3-Jan-26,,Closed,
1278,31-Dec-25,,IM-1-12714417527,WO/49210,Welding & Painting,REDACTED,REDACTED,Team 4,$92.00 ,4-Jan-26,,Closed,
1279,31-Dec-25,,RFS-1-12710260162,WO/49211,Welding & Painting,REDACTED,REDACTED,Team 4,$140.40 ,8-Jan-26,,Closed,
1280,31-Dec-25,,RFS-1-12697297357,WO/49212,Carpentry FF,REDACTED,REDACTED,Team 4,$222.00 ,,,Pending Approval,
1281,31-Dec-25,,IM-1-12721562365,WO/49214,Plumbing,REDACTED,REDACTED,Team 3,$326.50 ,4-Jan-26,,Closed,
1282,31-Dec-25,,IM-1-12712319361,WO/49213,Welding & Painting,REDACTED,REDACTED,Team 3,$535.20 ,,,Pending Approval,
1283,31-Dec-25,,IM-1-12721065380,WO/49218,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$430.20 ,,,Pending Approval,
1284,31-Dec-25,,IM-1-12723110934,WO/49215,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$264.00 ,4-Jan-26,,Approved,
1285,31-Dec-25,,IM-1-12723110934,WO/49220,Masonry,REDACTED,REDACTED,T1 Masonry,$319.00 ,4-Jan-26,,Approved,
1286,31-Dec-25,,IM-1-12717577024,WO/49221,Welding & Painting,REDACTED,REDACTED,Welding,$633.40 ,,,Pending Approval,
1287,31-Dec-25,,IM-1-12722701282,WO/49222,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$119.80 ,6-Jan-26,,Closed,
1288,31-Dec-25,,IM-1-12717546927,WO/49196,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$529.98 ,8-Jan-26,,Closed,
1289,2-Jan-26,,CT-03137,WO/49223,Plumbing,REDACTED,REDACTED,T1 Plumbing,$269.50 ,4-Jan-26,,Closed,
1290,3-Jan-26,,IM-1-12712804753,WO/49224,Carpentry FF,REDACTED,REDACTED,Team 4,$160.00 ,4-Jan-26,,Closed,
1291,3-Jan-26,,RFS-1-12711825527,WO/49226,Carpentry FF,REDACTED,REDACTED,Team 4,$326.40 ,7-Jan-26,,Approved,
1292,3-Jan-26,,IM-1-12719093027,WO/4925,Carpentry FF,REDACTED,REDACTED,Team 3,$326.40 ,,,Pending Approval,
1293,3-Jan-26,,IM-1-12708462478,WO/49227,Carpentry FF,REDACTED,REDACTED,Team 3,$116.00 ,4-Jan-26,,Closed,
